Date,High,Low,Open,Close,Volume,tweets,google_trends,profitability
2018-04-07,7050.5400390625,6630.509765625,6630.509765625,6911.08984375,3976610048.0,52476.0,54.556999999999995,0.5429999999999999
2018-04-08,7111.56005859375,6919.97998046875,6919.97998046875,7023.52001953125,3652499968.0,52796.0,49.637,0.505
2018-04-09,7178.10986328125,6661.990234375,7044.31982421875,6770.72998046875,4894060032.0,59029.0,60.471000000000004,0.45399999999999996
2018-04-10,6872.41015625,6704.14990234375,6795.43994140625,6834.759765625,4272750080.0,59044.0,56.284,0.535
2018-04-11,6968.31982421875,6817.58984375,6843.47021484375,6968.31982421875,4641889792.0,61072.0,52.788000000000004,0.49200000000000005
2018-04-12,7899.22998046875,6806.509765625,6955.3798828125,7889.25,8906250240.0,68886.0,65.34899999999999,0.517
2018-04-13,8183.9599609375,7758.93017578125,7901.08984375,7895.9599609375,7764460032.0,64178.0,67.118,0.608
2018-04-14,8140.7099609375,7846.0,7874.669921875,7986.240234375,5191430144.0,50026.0,49.637,0.46
2018-04-15,8338.419921875,7999.330078125,7999.330078125,8329.1103515625,5244480000.0,52494.0,49.637,0.615
2018-04-16,8371.150390625,7925.72998046875,8337.5703125,8058.669921875,5631309824.0,56538.0,53.479,0.503
2018-04-17,8285.9599609375,7881.72021484375,8071.66015625,7902.08984375,6900879872.0,56111.0,51.019,0.568
2018-04-18,8197.7998046875,7886.009765625,7944.43017578125,8163.419921875,6529909760.0,56720.0,52.442,0.536
2018-04-19,8298.6904296875,8138.77978515625,8159.27001953125,8294.3095703125,7063209984.0,57013.0,54.169,0.579
2018-04-20,8880.23046875,8244.5400390625,8286.8798828125,8845.830078125,8438110208.0,57190.0,54.169,0.45899999999999996
2018-04-21,8997.5703125,8652.150390625,8848.7900390625,8895.580078125,7548550144.0,56176.0,51.751999999999995,0.649
2018-04-22,9001.6396484375,8779.6103515625,8925.0595703125,8802.4599609375,6629899776.0,59404.0,49.292,0.586
2018-04-23,8958.5498046875,8788.8095703125,8794.3896484375,8930.8798828125,6925190144.0,59885.0,53.824,0.5760000000000001
2018-04-24,9732.6103515625,8927.830078125,8934.33984375,9697.5,10678800384.0,67323.0,64.312,0.6559999999999999
2018-04-25,9745.3203125,8799.83984375,9701.0302734375,8845.740234375,11083100160.0,65523.0,59.78,0.544
2018-04-26,9281.509765625,8727.08984375,8867.3203125,9281.509765625,8970559488.0,64330.0,50.328,0.632
2018-04-27,9375.4697265625,8987.0498046875,9290.6298828125,8987.0498046875,7566289920.0,55754.0,49.292,0.65
2018-04-28,9412.08984375,8931.990234375,8939.26953125,9348.48046875,7805479936.0,49473.0,43.335,0.573
2018-04-29,9531.490234375,9193.7099609375,9346.41015625,9419.080078125,8853000192.0,46959.0,45.45,0.606
2018-04-30,9477.1396484375,9166.8095703125,9426.1103515625,9240.5498046875,8673920000.0,49151.0,46.832,0.62
2018-05-01,9255.8798828125,8891.0498046875,9251.4697265625,9119.009765625,7713019904.0,49777.0,46.972,0.5710000000000001
2018-05-02,9256.51953125,9015.1396484375,9104.599609375,9235.919921875,7558159872.0,48137.0,46.972,0.537
2018-05-03,9798.330078125,9188.150390625,9233.9697265625,9743.8603515625,10207299584.0,50882.0,47.663000000000004,0.61
2018-05-04,9779.2001953125,9585.9599609375,9695.5,9700.759765625,8217829888.0,57751.0,47.663000000000004,0.5770000000000001
2018-05-05,9964.5,9695.1201171875,9700.2802734375,9858.150390625,7651939840.0,50536.0,46.972,0.7120000000000001
2018-05-06,9940.1396484375,9465.25,9845.3095703125,9654.7998046875,7222280192.0,47589.0,44.9,0.536
2018-05-07,9665.849609375,9231.5302734375,9645.669921875,9373.009765625,7394019840.0,53424.0,49.735,0.643
2018-05-08,9462.75,9127.76953125,9380.8701171875,9234.8203125,7415869952.0,52302.0,48.353,0.574
2018-05-09,9374.759765625,9031.6201171875,9223.73046875,9325.1796875,7226890240.0,54594.0,44.9,0.61
2018-05-10,9396.0400390625,9040.51953125,9325.9599609375,9043.9404296875,6906699776.0,53621.0,46.095,0.5589999999999999
2018-05-11,9052.9599609375,8394.4599609375,9052.9599609375,8441.490234375,8488520192.0,55128.0,54.005,0.522
2018-05-12,8664.8603515625,8223.5,8441.4404296875,8504.8896484375,6821380096.0,48718.0,44.523999999999994,0.574
2018-05-13,8773.5498046875,8395.1201171875,8515.490234375,8723.9404296875,5866379776.0,46131.0,39.999,0.484
2018-05-14,8881.1201171875,8367.9697265625,8713.099609375,8716.7900390625,7364149760.0,52460.0,46.976000000000006,0.541
2018-05-15,8836.1904296875,8456.4501953125,8705.1904296875,8510.3798828125,6705710080.0,50376.0,44.42,0.525
2018-05-16,8508.4296875,8175.490234375,8504.41015625,8368.830078125,6760220160.0,49167.0,43.833,0.5660000000000001
2018-05-17,8445.5400390625,8054.1201171875,8370.0498046875,8094.31982421875,5862530048.0,47708.0,42.555,0.413
2018-05-18,8274.1201171875,7974.81982421875,8091.830078125,8250.9697265625,5764190208.0,46685.0,43.193999999999996,0.58
2018-05-19,8372.0595703125,8183.35009765625,8255.73046875,8247.1796875,4712399872.0,40643.0,35.232,0.524
2018-05-20,8562.41015625,8205.240234375,8246.990234375,8513.25,5191059968.0,41628.0,35.819,0.475
2018-05-21,8557.51953125,8365.1201171875,8522.330078125,8418.990234375,5154990080.0,44301.0,40.292,0.574
2018-05-22,8423.25,8004.580078125,8419.8701171875,8041.77978515625,5137010176.0,44097.0,43.246,0.45799999999999996
2018-05-23,8054.66015625,7507.8798828125,8037.080078125,7557.81982421875,6491120128.0,49303.0,51.501000000000005,0.537
2018-05-24,7738.60009765625,7331.14013671875,7561.1201171875,7587.33984375,6049220096.0,46043.0,47.563,0.415
2018-05-25,7659.14013671875,7392.64990234375,7592.2998046875,7480.14013671875,4867829760.0,42093.0,42.208999999999996,0.478
2018-05-26,7595.16015625,7349.1201171875,7486.47998046875,7355.8798828125,4051539968.0,38020.0,35.871,0.44299999999999995
2018-05-27,7381.740234375,7270.9599609375,7362.080078125,7368.22021484375,4056519936.0,43809.0,37.494,0.425
2018-05-28,7419.0498046875,7100.89013671875,7371.31005859375,7135.990234375,5040600064.0,44801.0,42.848,0.419
2018-05-29,7526.419921875,7090.68017578125,7129.4599609375,7472.58984375,5662660096.0,46903.0,44.075,0.396
2018-05-30,7573.77001953125,7313.60009765625,7469.72998046875,7406.52001953125,4922540032.0,51863.0,40.534,0.505
2018-05-31,7608.89990234375,7361.1298828125,7406.14990234375,7494.169921875,5127130112.0,47154.0,38.427,0.43700000000000006
2018-06-01,7604.72998046875,7407.33984375,7500.7001953125,7541.4501953125,4921460224.0,45316.0,36.165,0.43700000000000006
2018-06-02,7695.830078125,7497.259765625,7536.72021484375,7643.4501953125,4939299840.0,41760.0,33.315,0.405
2018-06-03,7754.89013671875,7613.0400390625,7632.08984375,7720.25,4851760128.0,41999.0,34.593,0.469
2018-06-04,7753.81982421875,7474.0400390625,7722.52978515625,7514.47021484375,4993169920.0,46104.0,36.51,0.49
2018-06-05,7643.22998046875,7397.0,7500.89990234375,7633.759765625,4961739776.0,46860.0,37.391,0.39299999999999996
2018-06-06,7680.43017578125,7502.009765625,7625.97021484375,7653.97998046875,4692259840.0,45323.0,36.804,0.37
2018-06-07,7741.27001953125,7650.81982421875,7650.81982421875,7678.240234375,4485799936.0,48259.0,36.458,0.40399999999999997
2018-06-08,7698.18994140625,7558.39990234375,7685.14013671875,7624.919921875,4227579904.0,46310.0,34.938,0.37799999999999995
2018-06-09,7683.580078125,7531.97998046875,7632.52001953125,7531.97998046875,3845220096.0,38889.0,31.743000000000002,0.387
2018-06-10,7499.5498046875,6709.06982421875,7499.5498046875,6786.02001953125,5804839936.0,40585.0,43.729,0.35200000000000004
2018-06-11,6910.18017578125,6706.6298828125,6799.2900390625,6906.919921875,4745269760.0,45487.0,58.725,0.359
2018-06-12,6907.9599609375,6542.080078125,6905.81982421875,6582.35986328125,4654380032.0,46551.0,46.98,0.353
2018-06-13,6631.66015625,6285.6298828125,6596.8798828125,6349.89990234375,5052349952.0,51652.0,54.027,0.332
2018-06-14,6707.14013671875,6334.4599609375,6342.75,6675.35009765625,5138710016.0,47079.0,47.567,0.34
2018-06-15,6681.080078125,6433.8701171875,6674.080078125,6456.580078125,3955389952.0,39786.0,40.52,0.36
2018-06-16,6592.490234375,6402.2900390625,6455.4501953125,6550.16015625,3194170112.0,36471.0,34.648,0.337
2018-06-17,6589.10986328125,6499.27001953125,6545.52978515625,6499.27001953125,3104019968.0,37164.0,34.061,0.314
2018-06-18,6781.14013671875,6446.68017578125,6510.06982421875,6734.81982421875,4039200000.0,46282.0,39.933,0.353
2018-06-19,6822.5,6709.919921875,6742.39013671875,6769.93994140625,4057029888.0,45018.0,38.759,0.34600000000000003
2018-06-20,6821.56005859375,6611.8798828125,6770.759765625,6776.5498046875,3888640000.0,41009.0,38.759,0.373
2018-06-21,6810.93994140625,6715.169921875,6780.08984375,6729.740234375,3529129984.0,38835.0,35.821999999999996,0.34600000000000003
2018-06-22,6747.080078125,6006.60009765625,6737.8798828125,6083.68994140625,5079810048.0,41721.0,44.044,0.311
2018-06-23,6224.81982421875,6071.81005859375,6090.10009765625,6162.47998046875,3431360000.0,36776.0,38.171,0.335
2018-06-24,6223.77978515625,5826.41015625,6164.27978515625,6173.22998046875,4566909952.0,36953.0,44.631,0.292
2018-06-25,6327.3701171875,6119.68017578125,6171.97021484375,6249.18017578125,5500810240.0,42286.0,40.52,0.302
2018-06-26,6290.16015625,6093.669921875,6253.5498046875,6093.669921875,3279759872.0,43429.0,38.171,0.31
2018-06-27,6180.0,6052.85009765625,6084.39990234375,6157.1298828125,3296219904.0,40206.0,36.41,0.263
2018-06-28,6170.41015625,5873.0498046875,6153.16015625,5903.43994140625,3467800064.0,41574.0,36.997,0.35100000000000003
2018-06-29,6261.66015625,5835.75,5898.1298828125,6218.2998046875,3966230016.0,41392.0,46.98,0.311
2018-06-30,6465.509765625,6214.22021484375,6214.22021484375,6404.0,4543860224.0,35882.0,39.933,0.306
2018-07-01,6432.85009765625,6289.2900390625,6411.68017578125,6385.81982421875,4788259840.0,32183.0,34.648,0.318
2018-07-02,6683.85986328125,6305.7001953125,6380.3798828125,6614.18017578125,4396930048.0,40449.0,39.346,0.3
2018-07-03,6671.3701171875,6447.75,6596.66015625,6529.58984375,4672309760.0,43042.0,39.346,0.294
2018-07-04,6771.919921875,6450.4599609375,6550.8701171875,6597.5498046875,4176689920.0,40065.0,36.997,0.326
2018-07-05,6749.5400390625,6546.64990234375,6599.7099609375,6639.14013671875,4999240192.0,38128.0,38.171,0.327
2018-07-06,6700.93994140625,6533.5498046875,6638.68994140625,6673.5,4313959936.0,38468.0,35.235,0.331
2018-07-07,6863.990234375,6579.240234375,6668.7099609375,6856.93017578125,3961080064.0,32273.0,30.537,0.306
2018-07-08,6885.91015625,6747.97998046875,6857.7998046875,6773.8798828125,3386210048.0,31005.0,32.885999999999996,0.33
2018-07-09,6838.68017578125,6724.33984375,6775.080078125,6741.75,3718129920.0,37804.0,34.648,0.294
2018-07-10,6767.740234375,6320.72021484375,6739.2099609375,6329.9501953125,4052430080.0,39826.0,36.41,0.313
2018-07-11,6444.9599609375,6330.47021484375,6330.77001953125,6394.7099609375,3644859904.0,39901.0,34.061,0.285
2018-07-12,6397.10009765625,6136.419921875,6396.77978515625,6228.81005859375,3770170112.0,39007.0,36.997,0.304
2018-07-13,6310.5498046875,6192.240234375,6235.02978515625,6238.0498046875,3805400064.0,37794.0,35.235,0.29
2018-07-14,6298.18994140625,6212.22021484375,6247.5,6276.1201171875,2923670016.0,30839.0,31.124000000000002,0.298
2018-07-15,6403.4599609375,6256.509765625,6272.7001953125,6359.64013671875,3285459968.0,32485.0,29.95,0.298
2018-07-16,6741.75,6357.009765625,6357.009765625,6741.75,4725799936.0,41799.0,36.41,0.282
2018-07-17,7387.240234375,6684.169921875,6739.64990234375,7321.0400390625,5961950208.0,45432.0,46.98,0.392
2018-07-18,7534.990234375,7280.47021484375,7315.31982421875,7370.77978515625,6103410176.0,42923.0,52.853,0.38
2018-07-19,7494.4599609375,7295.4599609375,7378.2001953125,7466.85986328125,5111629824.0,39629.0,45.218,0.36200000000000004
2018-07-20,7594.669921875,7323.259765625,7467.39990234375,7354.1298828125,4936869888.0,38529.0,41.108000000000004,0.33299999999999996
2018-07-21,7437.64013671875,7262.41015625,7352.72021484375,7419.2900390625,3726609920.0,33267.0,35.235,0.324
2018-07-22,7537.9501953125,7383.81982421875,7417.7998046875,7418.490234375,3695460096.0,32189.0,34.648,0.43700000000000006
2018-07-23,7771.5,7409.10009765625,7414.7099609375,7711.10986328125,5132480000.0,39877.0,44.044,0.35600000000000004
2018-07-24,8424.26953125,7705.5,7716.509765625,8424.26953125,7277689856.0,48202.0,55.788999999999994,0.38
2018-07-25,8416.8701171875,8086.35986328125,8379.66015625,8181.39013671875,5845400064.0,41673.0,51.678000000000004,0.43700000000000006
2018-07-26,8290.330078125,7878.7099609375,8176.85009765625,7951.580078125,4899089920.0,39978.0,45.806000000000004,0.38299999999999995
2018-07-27,8262.66015625,7839.759765625,7950.39990234375,8165.009765625,5195879936.0,37373.0,46.393,0.418
2018-07-28,8222.849609375,8110.77001953125,8169.06005859375,8192.150390625,3988750080.0,31763.0,36.41,0.363
2018-07-29,8272.259765625,8141.18017578125,8205.8203125,8218.4599609375,4107190016.0,32179.0,36.41,0.36700000000000005
2018-07-30,8235.5,7917.5,8221.58,8180.48,5551400000.0,37855.0,41.108000000000004,0.34700000000000003
2018-07-31,8181.53,7696.93,8181.2,7780.44,5287530000.0,38962.0,41.695,0.34299999999999997
2018-08-01,7769.04,7504.95,7769.04,7624.91,4797620000.0,39603.0,41.108000000000004,0.321
2018-08-02,7712.77,7523.44,7634.19,7567.15,4214110000.0,37572.0,37.584,0.324
2018-08-03,7562.14,7328.65,7562.14,7434.39,4627150000.0,39186.0,39.933,0.32799999999999996
2018-08-04,7497.49,6984.07,7438.67,7032.85,4268390000.0,33342.0,37.584,0.319
2018-08-05,7102.77,6940.7,7031.08,7068.48,3679110000.0,30523.0,35.821999999999996,0.284
2018-08-06,7166.55,6890.54,7062.94,6951.8,3925900000.0,35064.0,39.933,0.27
2018-08-07,7146.56,6748.24,6958.32,6753.12,4682800000.0,34996.0,41.108000000000004,0.327
2018-08-08,6746.85,6226.22,6746.85,6305.8,5064430000.0,36169.0,49.32899999999999,0.276
2018-08-09,6625.73,6249.07,6305.56,6568.23,4267040000.0,34503.0,42.869,0.265
2018-08-10,6591.26,6124.52,6571.42,6184.71,4528680000.0,34108.0,41.243,0.298
2018-08-11,6455.74,6109.03,6185.79,6295.73,4047850000.0,29578.0,41.795,0.23800000000000002
2018-08-12,6409.85,6237.5,6283.65,6322.69,5665250000.0,28188.0,35.721,0.237
2018-08-13,6537.05,6225.72,6341.36,6297.57,4083980000.0,31628.0,41.571999999999996,0.259
2018-08-14,6287.94,5971.05,6287.66,6199.71,5301700000.0,36996.0,51.148,0.22699999999999998
2018-08-15,6588.49,6221.42,6221.42,6308.52,4895450000.0,35084.0,45.786,0.271
2018-08-16,6473.5,6276.41,6294.23,6334.73,4328420000.0,33037.0,39.795,0.253
2018-08-17,6582.5,6324.97,6340.91,6580.63,4992990000.0,32168.0,37.996,0.254
2018-08-18,6617.35,6353.73,6583.43,6423.76,3984520000.0,27953.0,33.703,0.256
2018-08-19,6537.98,6361.55,6422.57,6506.07,3311170000.0,26854.0,32.422,0.24
2018-08-20,6536.92,6297.93,6500.51,6308.53,3665100000.0,33467.0,36.218,0.265
2018-08-21,6500.87,6298.24,6301.07,6488.76,3377180000.0,33425.0,38.558,0.249
2018-08-22,6816.79,6310.11,6486.25,6376.71,4668110000.0,32026.0,41.641999999999996,0.275
2018-08-23,6546.54,6371.34,6371.34,6534.88,3426180000.0,33815.0,37.994,0.24600000000000002
2018-08-24,6719.96,6498.64,6551.52,6719.96,4097820000.0,29804.0,35.676,0.258
2018-08-25,6789.63,6700.96,6719.95,6763.19,3312600000.0,26122.0,32.792,0.23600000000000002
2018-08-26,6774.75,6620.75,6754.64,6707.26,3295500000.0,23840.0,31.186999999999998,0.27699999999999997
2018-08-27,6884.64,6689.71,6710.8,6884.64,4019000000.0,28754.0,35.457,0.27399999999999997
2018-08-28,7109.56,6882.34,6891.08,7096.28,4659940000.0,33359.0,43.048,0.24100000000000002
2018-08-29,7113.3,6970.82,7091.71,7047.16,4145880000.0,31756.0,38.632,0.255
2018-08-30,7072.69,6834.69,7043.76,6978.23,4463250000.0,31447.0,38.650999999999996,0.265
2018-08-31,7057.17,6920.16,6973.97,7037.58,4495650000.0,32099.0,35.289,0.282
2018-09-01,7242.29,7038.05,7044.81,7193.25,4116050000.0,30166.0,33.14,0.257
2018-09-02,7306.31,7132.16,7189.58,7272.72,4329540000.0,29111.0,35.01,0.264
2018-09-03,7317.94,7208.15,7279.03,7260.06,4087760000.0,34835.0,35.974000000000004,0.271
2018-09-04,7388.26,7255.44,7263.0,7361.66,4273640000.0,35005.0,39.466,0.26
2018-09-05,7388.43,6792.83,7361.46,6792.83,5800460000.0,35456.0,46.964,0.28600000000000003
2018-09-06,6755.14,6404.72,6755.14,6529.17,5523470000.0,37078.0,52.196999999999996,0.247
2018-09-07,6555.29,6396.87,6528.92,6467.07,4264680000.0,33033.0,41.413999999999994,0.24100000000000002
2018-09-08,6534.25,6197.52,6460.17,6225.98,3835060000.0,28446.0,34.181999999999995,0.22699999999999998
2018-09-09,6446.26,6201.22,6223.38,6300.86,3671890000.0,30519.0,34.613,0.245
2018-09-10,6374.98,6292.76,6301.57,6329.7,3714100000.0,33868.0,37.592,0.201
2018-09-11,6398.92,6260.21,6331.88,6321.2,3849910000.0,32809.0,37.589,0.22399999999999998
2018-09-12,6363.87,6265.09,6317.01,6351.8,4064230000.0,29716.0,41.156000000000006,0.258
2018-09-13,6535.41,6354.24,6354.24,6517.31,4210910000.0,32269.0,39.605,0.221
2018-09-14,6596.1,6456.17,6515.41,6512.71,4076220000.0,31041.0,36.991,0.222
2018-09-15,6561.72,6493.55,6509.4,6543.2,3216300000.0,27319.0,31.338,0.245
2018-09-16,6544.33,6460.1,6536.68,6517.18,3273730000.0,26995.0,30.005,0.228
2018-09-17,6540.21,6257.52,6514.06,6281.2,3910780000.0,31037.0,34.095,0.235
2018-09-18,6384.18,6265.71,6280.91,6371.3,4180090000.0,30885.0,33.62,0.221
2018-09-19,6448.46,6208.34,6371.85,6398.54,4431340000.0,31000.0,34.437,0.239
2018-09-20,6529.26,6395.95,6398.85,6519.67,4348110000.0,32268.0,33.873000000000005,0.231
2018-09-21,6794.33,6496.36,6513.87,6734.95,6531940000.0,34302.0,38.099000000000004,0.243
2018-09-22,6814.56,6616.8,6735.05,6721.98,4509660000.0,27695.0,32.948,0.235
2018-09-23,6766.15,6679.42,6715.32,6710.63,4197500000.0,29057.0,30.373,0.23800000000000002
2018-09-24,6713.56,6580.9,6704.77,6595.41,4177310000.0,32186.0,32.824,0.228
2018-09-25,6603.64,6381.86,6603.64,6446.47,4726180000.0,33771.0,34.066,0.239
2018-09-26,6585.91,6397.89,6452.79,6495.0,4437300000.0,32810.0,33.766,0.203
2018-09-27,6712.1,6464.95,6495.29,6676.75,4606810000.0,31898.0,33.155,0.244
2018-09-28,6785.03,6598.32,6678.75,6644.13,5014430000.0,29550.0,32.705999999999996,0.24
2018-09-29,6643.1,6511.65,6643.1,6601.96,4363690000.0,28728.0,27.660999999999998,0.23
2018-09-30,6643.78,6566.54,6604.71,6625.56,4002280000.0,27646.0,27.573,0.24600000000000002
2018-10-01,6653.3,6549.08,6619.85,6589.62,4000970000.0,31878.0,29.85,0.23
2018-10-02,6611.84,6537.9,6593.24,6556.1,3979260000.0,31648.0,30.596999999999998,0.215
2018-10-03,6571.46,6454.03,6553.86,6502.59,3887310000.0,31711.0,30.301,0.23
2018-10-04,6603.31,6497.91,6497.91,6576.69,3838410000.0,34224.0,30.975,0.243
2018-10-05,6623.62,6557.41,6574.15,6622.48,3671500000.0,34221.0,29.469,0.20600000000000002
2018-10-06,6628.54,6577.8,6622.45,6588.31,3259740000.0,29246.0,26.358,0.223
2018-10-07,6641.49,6557.04,6590.68,6602.95,3306630000.0,28503.0,24.496,0.21899999999999997
2018-10-08,6675.06,6576.04,6600.19,6652.23,3979460000.0,37692.0,30.053,0.23199999999999998
2018-10-09,6661.41,6606.94,6653.08,6642.64,3580810000.0,35538.0,30.635,0.23399999999999999
2018-10-10,6640.29,6538.96,6640.29,6585.53,3787650000.0,33842.0,31.568,0.223
2018-10-11,6586.74,6243.74,6586.74,6256.24,5181640000.0,32278.0,41.327,0.22699999999999998
2018-10-12,6328.5,6236.47,6239.25,6274.58,3783500000.0,28937.0,32.964,0.191
2018-10-13,6308.51,6259.81,6278.08,6285.99,3064030000.0,27760.0,28.218000000000004,0.21600000000000003
2018-10-14,6363.21,6280.15,6288.49,6290.93,3085320000.0,28150.0,27.112,0.20199999999999999
2018-10-15,6965.06,6258.68,6292.64,6596.54,7370770000.0,35275.0,37.259,0.255
2018-10-16,6673.59,6571.37,6601.41,6596.11,4074800000.0,35006.0,31.919,0.209
2018-10-17,6601.21,6517.45,6590.52,6544.43,4088420000.0,33145.0,30.717,0.22699999999999998
2018-10-18,6567.54,6450.04,6542.33,6476.71,3924080000.0,30155.0,30.345,0.218
2018-10-19,6493.68,6445.31,6478.07,6465.41,3578870000.0,28097.0,30.178,0.243
2018-10-20,6497.72,6449.0,6460.92,6489.19,3379130000.0,23204.0,25.889,0.228
2018-10-21,6556.38,6476.0,6490.09,6482.35,3253610000.0,22298.0,25.65,0.226
2018-10-22,6543.8,6462.98,6486.05,6487.16,3672860000.0,30300.0,29.475,0.23800000000000002
2018-10-23,6506.01,6451.27,6472.36,6475.74,3716150000.0,30702.0,30.084,0.223
2018-10-24,6521.99,6468.86,6478.89,6495.84,3424670000.0,29969.0,30.29,0.217
2018-10-25,6504.65,6447.03,6484.65,6476.29,3230550000.0,25693.0,29.818,0.255
2018-10-26,6498.29,6449.61,6468.44,6474.75,3306050000.0,25493.0,28.265,0.225
2018-10-27,6507.41,6453.53,6480.84,6480.38,3393250000.0,20631.0,25.793000000000003,0.212
2018-10-28,6502.28,6447.91,6482.66,6486.39,3445190000.0,20711.0,23.789,0.245
2018-10-29,6503.6,6306.99,6492.35,6332.63,4199910000.0,26541.0,30.443,0.22
2018-10-30,6364.99,6310.14,6337.04,6334.27,3781100000.0,25290.0,29.545,0.243
2018-10-31,6349.16,6316.88,6336.99,6317.61,4191240000.0,33944.0,31.48,0.226
2018-11-01,6547.14,6311.83,6318.14,6377.78,3789400000.0,31618.0,29.905,0.205
2018-11-02,6396.86,6327.38,6378.92,6388.44,4234870000.0,22288.0,29.267,0.226
2018-11-03,6400.07,6342.37,6387.24,6361.26,3658640000.0,18645.0,25.715,0.239
2018-11-04,6388.63,6294.57,6365.47,6376.13,4390020000.0,24207.0,29.6,0.19699999999999998
2018-11-05,6480.59,6363.62,6363.62,6419.66,4174800000.0,23158.0,32.025,0.245
2018-11-06,6463.55,6408.16,6433.38,6461.01,4700040000.0,25550.0,31.445999999999998,0.20800000000000002
2018-11-07,6552.16,6468.31,6468.5,6530.14,4941260000.0,24951.0,30.675,0.23
2018-11-08,6536.92,6438.53,6522.27,6453.72,4665260000.0,24614.0,30.057,0.222
2018-11-09,6456.46,6373.37,6442.6,6385.62,4346820000.0,25018.0,29.728,0.23399999999999999
2018-11-10,6437.28,6385.31,6386.13,6409.22,3705320000.0,20709.0,25.063000000000002,0.244
2018-11-11,6423.25,6350.17,6413.63,6411.27,3939060000.0,18630.0,25.533,0.22699999999999998
2018-11-12,6434.21,6360.47,6411.76,6371.27,4295770000.0,23212.0,28.993000000000002,0.228
2018-11-13,6395.27,6342.67,6373.19,6359.49,4503800000.0,25340.0,30.021,0.209
2018-11-14,6371.55,5544.09,6351.24,5738.35,7398940000.0,34169.0,47.768,0.223
2018-11-15,5774.82,5358.38,5736.15,5648.03,7032140000.0,30694.0,54.468999999999994,0.19699999999999998
2018-11-16,5657.02,5498.94,5645.32,5575.55,5279320000.0,28077.0,41.489,0.21100000000000002
2018-11-17,5578.58,5519.56,5578.58,5554.33,4303150000.0,23964.0,34.289,0.21899999999999997
2018-11-18,5653.61,5559.74,5559.74,5623.54,4159680000.0,21832.0,31.487,0.188
2018-11-19,5620.78,4842.91,5620.78,4871.49,7039560000.0,39010.0,53.775,0.20800000000000002
2018-11-20,4951.61,4272.11,4863.93,4451.87,8428290000.0,36659.0,77.947,0.192
2018-11-21,4675.73,4343.98,4465.54,4602.17,6120120000.0,30984.0,60.39,0.153
2018-11-22,4629.64,4365.64,4611.57,4365.94,4569370000.0,27754.0,45.202,0.184
2018-11-23,4396.42,4195.68,4360.7,4347.11,4871490000.0,26345.0,45.856,0.17800000000000002
2018-11-24,4413.09,3795.16,4347.69,3880.76,4679500000.0,22902.0,42.349,0.174
2018-11-25,4120.87,3585.06,3880.78,4009.97,6825640000.0,26859.0,64.303,0.139
2018-11-26,4107.14,3643.92,4015.07,3779.13,6476900000.0,29115.0,63.738,0.152
2018-11-27,3862.96,3661.01,3765.95,3820.72,5998720000.0,29976.0,57.323,0.149
2018-11-28,4385.9,3822.47,3822.47,4257.42,7280280000.0,29142.0,52.903999999999996,0.146
2018-11-29,4413.02046804,4145.76513671875,4269.00439453125,4278.84645524,6503347767.18922,28709.0,46.745,0.172
2018-11-30,4322.97639207,3942.82208559,4289.08896703,4017.26845712,6048016716.85497,25626.0,42.937,0.153
2018-12-01,4309.37731216,3969.71064261,4024.46424203,4214.67193177,5375314093.10145,26347.0,37.667,0.171
2018-12-02,4301.51941165,4110.97847302,4200.73317961,4139.8780641,5262697895.12074,21596.0,33.301,0.156
2018-12-03,4155.97928378,3840.44626837,4147.32376691,3894.1309069,5089570993.52304,27894.0,42.75,0.159
2018-12-04,4075.62765492,3832.74993843,3886.2948763000004,3956.89386975,5028069239.31427,25332.0,41.989,0.207
2018-12-05,3969.53585216,3753.99482663,3958.89472485,3753.99482663,5302481573.52231,27357.0,40.599000000000004,0.165
2018-12-06,3874.96603127,3521.10172384,3754.07446712,3521.10172384,5878333109.02888,,44.869,0.177
2018-12-07,3512.59040851,3280.22875211,3512.59040851,3419.93720035,6835615448.39682,28638.0,57.278999999999996,0.142
2018-12-08,3506.04339159,3350.65070337,3421.9104034999996,3476.11471452,5305024497.06153,22270.0,42.659,0.158
2018-12-09,3685.30559965,3469.09435766,3473.22762038,3614.23427278,4947372847.28064,23363.0,38.351,0.17300000000000001
2018-12-10,3647.33258231,3470.14441964,3612.04639531,3502.65599577,5020968740.04215,22818.0,42.583999999999996,0.152
2018-12-11,3513.18494093,3392.2500529,3497.5547337,3424.58807495,4696765187.87625,22603.0,40.617,0.151
